"method","model","trait","chr","position","chr2","position2","nearest_marker","qtl_lod","marker_variance","qtl_pvalue","model_variance","interval_left","interval_marker_left","interval","interval_right","interval_marker_right","GLRpvalue","GxYLRpvalue","GZRpvalue","GxYZRpvalue","position_consensus","genotype","effect_mean","effect_se","AvB","CvD","Int"
"scanone","2011","BBI_SFY",12,54.110033,NA,NA,"bin_12@54.11cM_scaffold_47570_2090",9.18597239113217,11.278902586624,1.03040577714708e-06,87.1862348370291,50.47003,"scaffold_33116_857",4.490004,54.960034,"scaffold_60306_1438",0.06216,Inf,0.0960960551792851,Inf,54.110033,"BD",0.0348334819454551,0.0120193061076565,-0.0861255197609893,-0.070620541656622,-0.0142507505510216
"scanone","2011","BBI_SFY",12,54.110033,NA,NA,"bin_12@54.11cM_scaffold_47570_2090",9.18597239113217,11.278902586624,1.03040577714708e-06,87.1862348370291,50.47003,"scaffold_33116_857",4.490004,54.960034,"scaffold_60306_1438",0.06216,Inf,0.0960960551792851,Inf,54.110033,"BC",0.00664858639265485,0.0142407392902802,-0.0861255197609893,-0.070620541656622,-0.0142507505510216
"scanone","2011","BBI_SFY",12,54.110033,NA,NA,"bin_12@54.11cM_scaffold_47570_2090",9.18597239113217,11.278902586624,1.03040577714708e-06,87.1862348370291,50.47003,"scaffold_33116_857",4.490004,54.960034,"scaffold_60306_1438",0.06216,Inf,0.0960960551792851,Inf,54.110033,"AC",-0.0435395487633506,0.0130582326579695,-0.0861255197609893,-0.070620541656622,-0.0142507505510216
"scanone","2011","BBI_SFY",12,54.110033,NA,NA,"bin_12@54.11cM_scaffold_47570_2090",9.18597239113217,11.278902586624,1.03040577714708e-06,87.1862348370291,50.47003,"scaffold_33116_857",4.490004,54.960034,"scaffold_60306_1438",0.06216,Inf,0.0960960551792851,Inf,54.110033,"AD",-0.00110390265952877,0.0146154630270936,-0.0861255197609893,-0.070620541656622,-0.0142507505510216
"scanone","2011","BBI_SFY",11,70.43006,NA,NA,"bin_11@70.43cM_scaffold_123424_120",8.82206722898691,10.6837560779319,1.85306983535583e-06,87.1862348370291,35.390027,"scaffold_1773_837",42.630036,78.020063,"scaffold_534_11398",0.06216,Inf,0.0960960551792851,Inf,70.43006,"BD",-0.052505302385198,0.015882223405865,0.0806653543780974,0.0940119153786569,0.00178506054136789
"scanone","2011","BBI_SFY",11,70.43006,NA,NA,"bin_11@70.43cM_scaffold_123424_120",8.82206722898691,10.6837560779319,1.85306983535583e-06,87.1862348370291,35.390027,"scaffold_1773_837",42.630036,78.020063,"scaffold_534_11398",0.06216,Inf,0.0960960551792851,Inf,70.43006,"AD",-0.0130651554668332,0.0196030512804985,0.0806653543780974,0.0940119153786569,0.00178506054136789
"scanone","2011","BBI_SFY",11,70.43006,NA,NA,"bin_11@70.43cM_scaffold_123424_120",8.82206722898691,10.6837560779319,1.85306983535583e-06,87.1862348370291,35.390027,"scaffold_1773_837",42.630036,78.020063,"scaffold_534_11398",0.06216,Inf,0.0960960551792851,Inf,70.43006,"AC",0.0348333324931792,0.010894659878222,0.0806653543780974,0.0940119153786569,0.00178506054136789
"scanone","2011","BBI_SFY",11,70.43006,NA,NA,"bin_11@70.43cM_scaffold_123424_120",8.82206722898691,10.6837560779319,1.85306983535583e-06,87.1862348370291,35.390027,"scaffold_1773_837",42.630036,78.020063,"scaffold_534_11398",0.06216,Inf,0.0960960551792851,Inf,70.43006,"BC",-0.00639187496655347,0.0111067238632621,0.0806653543780974,0.0940119153786569,0.00178506054136789
"scanone","2011","BBI_SFY",8,28.750025,NA,NA,"bin_8@28.75cM_SCF92564",6.62538696057933,7.3907998799765,6.29054051171085e-05,87.1862348370291,25.190022,"SCF8850",11.040006,36.230028,"scaffold_48718_487",0.06216,Inf,0.0960960551792851,Inf,28.750025,"AC",0.0203946848773106,0.0122980235501112,-0.0207364398615838,0.11310380627054,-0.0115852330275003
"scanone","2011","BBI_SFY",8,28.750025,NA,NA,"bin_8@28.75cM_SCF92564",6.62538696057933,7.3907998799765,6.29054051171085e-05,87.1862348370291,25.190022,"SCF8850",11.040006,36.230028,"scaffold_48718_487",0.06216,Inf,0.0960960551792851,Inf,28.750025,"AD",-0.0303646017442092,0.0142005344143142,-0.0207364398615838,0.11310380627054,-0.0115852330275003
